# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
-10 70 133 ee0000
-9 70 133 ee0000
-8 70 133 ee0000
-7 70 133 ee0000
-6 70 133 ee0000
-5 70 133 ee0000
-4 70 133 ee0000
-3 70 133 ff6633
-2 70 133 ff6633
-1 70 133 ff6633
-12 71 133 ffcc66
-11 71 133 ffcc66
-10 71 133 ee0000
-9 71 133 ee0000
-8 71 133 0066cc
-7 71 133 0066cc
-6 71 133 0066cc
-5 71 133 0066cc
-4 71 133 0066cc
-3 71 133 0066cc
-2 71 133 ff6633
-1 71 133 ff6633
-12 72 133 ffcc66
-11 72 133 ee0000
-10 72 133 ee0000
-9 72 133 0066cc
-8 72 133 0066cc
-7 72 133 0066cc
-6 72 133 0066cc
-5 72 133 0066cc
-4 72 133 0066cc
-3 72 133 0066cc
-2 72 133 0066cc
-1 72 133 0066cc
-13 73 133 ffcc66
-12 73 133 ffcc66
-11 73 133 ee0000
-10 73 133 ee0000
-9 73 133 0066cc
-8 73 133 0066cc
-7 73 133 0066cc
-6 73 133 0066cc
-5 73 133 0066cc
-4 73 133 0066cc
-3 73 133 0066cc
-2 73 133 0066cc
-1 73 133 009999
-13 74 133 ffcc66
-12 74 133 ffcc66
-11 74 133 ee0000
-10 74 133 ee0000
-9 74 133 0066cc
-8 74 133 0066cc
-7 74 133 0066cc
-6 74 133 0066cc
-5 74 133 0066cc
-4 74 133 0066cc
-3 74 133 0066cc
-2 74 133 0066cc
-1 74 133 009999
-13 75 133 ffcc66
-12 75 133 ffcc66
-11 75 133 ee0000
-10 75 133 ee0000
-9 75 133 0066cc
-8 75 133 0066cc
-7 75 133 0066cc
-6 75 133 0066cc
-5 75 133 0066cc
-4 75 133 0066cc
-3 75 133 0066cc
-2 75 133 0066cc
-1 75 133 009999
-13 76 133 ffcc66
-12 76 133 ffcc66
-11 76 133 ee0000
-10 76 133 ee0000
-9 76 133 00ffff
-8 76 133 00ffff
-7 76 133 00ffff
-6 76 133 00ffff
-5 76 133 00ffff
-4 76 133 9900cc
-3 76 133 9900cc
-2 76 133 9900cc
-1 76 133 009999
-13 77 133 ffcc66
-12 77 133 ffcc66
-11 77 133 ee0000
-10 77 133 ee0000
-9 77 133 00ffff
-8 77 133 00ffff
-7 77 133 00ffff
-6 77 133 00ffff
-5 77 133 00ffff
-4 77 133 9900cc
-3 77 133 9900cc
-2 77 133 9900cc
-1 77 133 009999
-12 78 133 ffcc66
-11 78 133 ee0000
-10 78 133 ee0000
-9 78 133 00ffff
-8 78 133 00ffff
-7 78 133 00ffff
-6 78 133 00ffff
-5 78 133 00ffff
-4 78 133 9900cc
-3 78 133 9900cc
-2 78 133 9900cc
-1 78 133 009999
-12 79 133 ffcc66
-11 79 133 ee0000
-10 79 133 ee0000
-9 79 133 00ffff
-8 79 133 00ffff
-7 79 133 00ffff
-6 79 133 00ffff
-5 79 133 00ffff
-4 79 133 9900cc
-3 79 133 9900cc
-2 79 133 9900cc
-1 79 133 9900cc
-8 66 134 ffcc66
-7 66 134 ffcc66
-6 66 134 ffcc66
-5 66 134 ffcc66
-4 66 134 ffcc66
-3 66 134 ffcc66
-2 66 134 ffcc66
-1 66 134 ffcc66
-10 67 134 ffcc66
-9 67 134 ffcc66
-8 67 134 ffcc66
-7 67 134 ffcc66
-6 67 134 ee0000
-5 67 134 bbbbbb
-4 67 134 ee0000
-3 67 134 ee0000
-2 67 134 ee0000
-1 67 134 bbbbbb
-11 68 134 ffcc66
-10 68 134 ffcc66
-9 68 134 ffcc66
-8 68 134 bbbbbb
-7 68 134 ee0000
-6 68 134 ee0000
-5 68 134 bbbbbb
-4 68 134 bbbbbb
-3 68 134 ee0000
-2 68 134 ee0000
-1 68 134 bbbbbb
-11 69 134 ffcc66
-10 69 134 ffcc66
-9 69 134 bbbbbb
-8 69 134 bbbbbb
-7 69 134 ee0000
-6 69 134 ee0000
-5 69 134 ee0000
-4 69 134 ee0000
-3 69 134 ee0000
-2 69 134 ee0000
-1 69 134 ee0000
-12 70 134 ffcc66
-11 70 134 ffcc66
-10 70 134 ee0000
-9 70 134 ee0000
-8 70 134 ee0000
-7 70 134 ee0000
-6 70 134 ee0000
-5 70 134 ee0000
-4 70 134 ee0000
-3 70 134 ee0000
-2 70 134 ff6633
-1 70 134 ff6633
-12 71 134 ffcc66
-11 71 134 ee0000
-10 71 134 ee0000
-9 71 134 ee0000
-8 71 134 ee0000
-7 71 134 ee0000
-6 71 134 0066cc
-5 71 134 0066cc
-4 71 134 0066cc
-3 71 134 0066cc
-2 71 134 ff6633
-1 71 134 ff6633
-13 72 134 ffcc66
-12 72 134 ffcc66
-11 72 134 bbbbbb
-10 72 134 ee0000
-9 72 134 ee0000
-8 72 134 00ffff
-7 72 134 00ffff
-6 72 134 0066cc
-5 72 134 0066cc
-4 72 134 0066cc
-3 72 134 0066cc
-2 72 134 0066cc
-1 72 134 0066cc
-13 73 134 ffcc66
-12 73 134 ffcc66
-11 73 134 bbbbbb
-10 73 134 ee0000
-9 73 134 00ffff
-8 73 134 00ffff
-7 73 134 00ffff
-6 73 134 0066cc
-5 73 134 0066cc
-4 73 134 0066cc
-3 73 134 0066cc
-2 73 134 009999
-1 73 134 009999
-13 74 134 ffcc66
-12 74 134 bbbbbb
-11 74 134 bbbbbb
-10 74 134 ee0000
-9 74 134 00ffff
-8 74 134 00ffff
-7 74 134 00ffff
-6 74 134 0066cc
-5 74 134 0066cc
-4 74 134 0066cc
-3 74 134 0066cc
-2 74 134 009999
-1 74 134 009999
-13 75 134 ffcc66
-12 75 134 bbbbbb
-11 75 134 ee0000
-10 75 134 ee0000
-9 75 134 00ffff
-8 75 134 00ffff
-7 75 134 00ffff
-6 75 134 00ffff
-5 75 134 00ffff
-4 75 134 00ffff
-3 75 134 9900cc
-2 75 134 9900cc
-1 75 134 9900cc
-13 76 134 ffcc66
-12 76 134 bbbbbb
-11 76 134 bbbbbb
-10 76 134 ee0000
-9 76 134 00ffff
-8 76 134 00ffff
-7 76 134 00ffff
-6 76 134 00ffff
-5 76 134 00ffff
-4 76 134 9900cc
-3 76 134 9900cc
-2 76 134 9900cc
-1 76 134 9900cc
-13 77 134 ffcc66
-12 77 134 ffcc66
-11 77 134 bbbbbb
-10 77 134 ee0000
-9 77 134 00ffff
-8 77 134 00ffff
-7 77 134 00ffff
-6 77 134 00ffff
-5 77 134 00ffff
-4 77 134 9900cc
-3 77 134 9900cc
-2 77 134 9900cc
-1 77 134 9900cc
-13 78 134 ffcc66
-12 78 134 ffcc66
-11 78 134 bbbbbb
-10 78 134 ee0000
-9 78 134 00ffff
-8 78 134 00ffff
-7 78 134 00ffff
-6 78 134 00ffff
-5 78 134 00ffff
-4 78 134 9900cc
-3 78 134 9900cc
-2 78 134 9900cc
-1 78 134 9900cc
-12 79 134 ffcc66
-11 79 134 bbbbbb
-10 79 134 ee0000
-9 79 134 00ffff
-8 79 134 00ffff
-7 79 134 00ffff
-6 79 134 00ffff
-5 79 134 00ffff
-4 79 134 9900cc
-3 79 134 9900cc
-2 79 134 9900cc
-1 79 134 9900cc
-9 66 135 ffcc66
-8 66 135 ffcc66
-7 66 135 ffcc66
-6 66 135 ffcc66
-5 66 135 ffcc66
-4 66 135 ffcc66
-3 66 135 ffcc66
-2 66 135 ffcc66
-1 66 135 ffcc66
-10 67 135 ffcc66
-9 67 135 ffcc66
-8 67 135 ffcc66
-7 67 135 bbbbbb
-6 67 135 ee0000
-5 67 135 ee0000
-4 67 135 bbbbbb
-3 67 135 bbbbbb
-2 67 135 ee0000
-1 67 135 ee0000
-11 68 135 ffcc66
-10 68 135 ffcc66
-9 68 135 ee0000
-8 68 135 bbbbbb
-7 68 135 ee0000
-6 68 135 ee0000
-5 68 135 ee0000
-4 68 135 bbbbbb
-3 68 135 ee0000
-2 68 135 ee0000
-1 68 135 ee0000
-12 69 135 ffcc66
-11 69 135 ffcc66
-10 69 135 ee0000
-9 69 135 ee0000
-8 69 135 ee0000
-7 69 135 ee0000
-6 69 135 0066cc
-5 69 135 ee0000
-4 69 135 ee0000
-3 69 135 0066cc
-2 69 135 0066cc
-1 69 135 0066cc
-12 70 135 ffcc66
-11 70 135 ffcc66
-10 70 135 ee0000
-9 70 135 ee0000
-8 70 135 ee0000
-7 70 135 ee0000
-6 70 135 0066cc
-5 70 135 0066cc
-4 70 135 0066cc
-3 70 135 0066cc
-2 70 135 0066cc
-1 70 135 0066cc
-13 71 135 ffcc66
-12 71 135 ffcc66
-11 71 135 bbbbbb
-10 71 135 ee0000
-9 71 135 ee0000
-8 71 135 ee0000
-7 71 135 ee0000
-6 71 135 0066cc
-5 71 135 0066cc
-4 71 135 0066cc
-3 71 135 0066cc
-2 71 135 0066cc
-1 71 135 0066cc
-13 72 135 ffcc66
-12 72 135 ffcc66
-11 72 135 bbbbbb
-10 72 135 ee0000
-9 72 135 ee0000
-8 72 135 00ffff
-7 72 135 00ffff
-6 72 135 00ffff
-5 72 135 0066cc
-4 72 135 0066cc
-3 72 135 0066cc
-2 72 135 0066cc
-1 72 135 0066cc
-13 73 135 ffcc66
-12 73 135 ee0000
-11 73 135 ee0000
-10 73 135 ee0000
-9 73 135 00ffff
-8 73 135 00ffff
-7 73 135 00ffff
-6 73 135 00ffff
-5 73 135 00ffff
-4 73 135 0066cc
-3 73 135 0066cc
-2 73 135 9900cc
-1 73 135 009999
-13 74 135 ffcc66
-12 74 135 ee0000
-11 74 135 ee0000
-10 74 135 ee0000
-9 74 135 00ffff
-8 74 135 00ffff
-7 74 135 00ffff
-6 74 135 00ffff
-5 74 135 00ffff
-4 74 135 00ffff
-3 74 135 00ffff
-2 74 135 9900cc
-1 74 135 9900cc
-13 75 135 ffcc66
-12 75 135 ee0000
-11 75 135 ee0000
-10 75 135 ee0000
-9 75 135 00ffff
-8 75 135 00ffff
-7 75 135 00ffff
-6 75 135 00ffff
-5 75 135 00ffff
-4 75 135 00ffff
-3 75 135 9900cc
-2 75 135 9900cc
-1 75 135 9900cc
-13 76 135 ffcc66
-12 76 135 ee0000
-11 76 135 ee0000
-10 76 135 ee0000
-9 76 135 00ffff
-8 76 135 00ffff
-7 76 135 00ffff
-6 76 135 00ffff
-5 76 135 00ffff
-4 76 135 00ffff
-3 76 135 9900cc
-2 76 135 9900cc
-1 76 135 9900cc
-13 77 135 ffcc66
-12 77 135 ee0000
-11 77 135 ee0000
-10 77 135 ee0000
-9 77 135 00ffff
-8 77 135 00ffff
-7 77 135 00ffff
-6 77 135 00ffff
-5 77 135 00ffff
-4 77 135 00ffff
-3 77 135 9900cc
-2 77 135 9900cc
-1 77 135 9900cc
-13 78 135 ffcc66
-12 78 135 ffcc66
-11 78 135 bbbbbb
-10 78 135 ee0000
-9 78 135 00ffff
-8 78 135 00ffff
-7 78 135 00ffff
-6 78 135 00ffff
-5 78 135 00ffff
-4 78 135 00ffff
-3 78 135 9900cc
-2 78 135 9900cc
-1 78 135 9900cc
-12 79 135 ffcc66
-11 79 135 bbbbbb
-10 79 135 ee0000
-9 79 135 00ffff
-8 79 135 00ffff
-7 79 135 00ffff
-6 79 135 00ffff
-5 79 135 00ffff
-4 79 135 00ffff
-3 79 135 9900cc
-2 79 135 9900cc
-1 79 135 9900cc
-9 66 136 ffcc66
-8 66 136 ffcc66
-7 66 136 ffcc66
-6 66 136 ffcc66
-5 66 136 ffcc66
-4 66 136 ffcc66
-3 66 136 ffcc66
-2 66 136 ffcc66
-1 66 136 ffcc66
-10 67 136 ffcc66
-9 67 136 ffcc66
-8 67 136 ee0000
-7 67 136 ee0000
-6 67 136 bbbbbb
-5 67 136 ee0000
-4 67 136 ee0000
-3 67 136 bbbbbb
-2 67 136 bbbbbb
-1 67 136 bbbbbb
-11 68 136 ffcc66
-10 68 136 ffcc66
-9 68 136 ee0000
-8 68 136 ee0000
-7 68 136 ee0000
-6 68 136 ee0000
-5 68 136 ee0000
-4 68 136 ee0000
-3 68 136 ee0000
-2 68 136 ee0000
-1 68 136 ee0000
-12 69 136 ffcc66
-11 69 136 ffcc66
-10 69 136 bbbbbb
-9 69 136 ee0000
-8 69 136 ee0000
-7 69 136 ee0000
-6 69 136 ee0000
-5 69 136 0066cc
-4 69 136 0066cc
-3 69 136 0066cc
-2 69 136 0066cc
-1 69 136 00ffff
-13 70 136 ffcc66
-12 70 136 ffcc66
-11 70 136 bbbbbb
-10 70 136 bbbbbb
-9 70 136 ee0000
-8 70 136 ee0000
-7 70 136 ee0000
-6 70 136 ee0000
-5 70 136 0066cc
-4 70 136 0066cc
-3 70 136 0066cc
-2 70 136 0066cc
-1 70 136 00ffff
-13 71 136 ffcc66
-12 71 136 ffcc66
-11 71 136 bbbbbb
-10 71 136 ee0000
-9 71 136 ee0000
-8 71 136 ee0000
-7 71 136 ee0000
-6 71 136 ee0000
-5 71 136 0066cc
-4 71 136 0066cc
-3 71 136 0066cc
-2 71 136 0066cc
-1 71 136 00ffff
-13 72 136 ffcc66
-12 72 136 ee0000
-11 72 136 ee0000
-10 72 136 ee0000
-9 72 136 ee0000
-8 72 136 00ffff
-7 72 136 00ffff
-6 72 136 00ffff
-5 72 136 00ffff
-4 72 136 0066cc
-3 72 136 0066cc
-2 72 136 00ffff
-1 72 136 00ffff
-14 73 136 ffcc66
-13 73 136 ffcc66
-12 73 136 ee0000
-11 73 136 ee0000
-10 73 136 ee0000
-9 73 136 00ffff
-8 73 136 00ffff
-7 73 136 00ffff
-6 73 136 00ffff
-5 73 136 00ffff
-4 73 136 0066cc
-3 73 136 0066cc
-2 73 136 9900cc
-1 73 136 9900cc
-14 74 136 ffcc66
-13 74 136 ffcc66
-12 74 136 ee0000
-11 74 136 ee0000
-10 74 136 ee0000
-9 74 136 00ffff
-8 74 136 00ffff
-7 74 136 00ffff
-6 74 136 00ffff
-5 74 136 00ffff
-4 74 136 00ffff
-3 74 136 00ffff
-2 74 136 9900cc
-1 74 136 9900cc
-14 75 136 ffcc66
-13 75 136 ffcc66
-12 75 136 ee0000
-11 75 136 ee0000
-10 75 136 ee0000
-9 75 136 00ffff
-8 75 136 00ffff
-7 75 136 00ffff
-6 75 136 00ffff
-5 75 136 00ffff
-4 75 136 00ffff
-3 75 136 9900cc
-2 75 136 9900cc
-1 75 136 9900cc
-13 76 136 ffcc66
-12 76 136 ee0000
-11 76 136 ee0000
-10 76 136 ee0000
-9 76 136 00ffff
-8 76 136 00ffff
-7 76 136 00ffff
-6 76 136 00ffff
-5 76 136 00ffff
-4 76 136 00ffff
-3 76 136 9900cc
-2 76 136 9900cc
-1 76 136 9900cc
-13 77 136 ffcc66
-12 77 136 ee0000
-11 77 136 ee0000
-10 77 136 ee0000
-9 77 136 00ffff
-8 77 136 00ffff
-7 77 136 00ffff
-6 77 136 00ffff
-5 77 136 00ffff
-4 77 136 00ffff
-3 77 136 9900cc
-2 77 136 9900cc
-1 77 136 9900cc
-13 78 136 ffcc66
-12 78 136 ffcc66
-11 78 136 ee0000
-10 78 136 ee0000
-9 78 136 00ffff
-8 78 136 00ffff
-7 78 136 00ffff
-6 78 136 00ffff
-5 78 136 00ffff
-4 78 136 00ffff
-3 78 136 9900cc
-2 78 136 9900cc
-1 78 136 9900cc
-12 79 136 ffcc66
-11 79 136 ee0000
-10 79 136 ee0000
-9 79 136 00ffff
-8 79 136 00ffff
-7 79 136 00ffff
-6 79 136 00ffff
-5 79 136 00ffff
-4 79 136 00ffff
-3 79 136 9900cc
-2 79 136 9900cc
-1 79 136 9900cc
-7 65 137 ffcc66
-6 65 137 ffcc66
-5 65 137 ffcc66
-4 65 137 ffcc66
-3 65 137 ffcc66
-2 65 137 ffcc66
-10 66 137 ffcc66
-9 66 137 ffcc66
-8 66 137 ffcc66
-7 66 137 ffcc66
-6 66 137 ffcc66
-5 66 137 ffcc66
-4 66 137 ffcc66
-3 66 137 ffcc66
-2 66 137 ffcc66
-1 66 137 ffcc66
-11 67 137 ffcc66
-10 67 137 ffcc66
-9 67 137 ffcc66
-8 67 137 bbbbbb
-7 67 137 ee0000
-6 67 137 ee0000
-5 67 137 bbbbbb
-4 67 137 ee0000
-3 67 137 ee0000
-2 67 137 ee0000
-1 67 137 bbbbbb
-15 68 137 ffcc66
-12 68 137 ffcc66
-11 68 137 ffcc66
-10 68 137 ffcc66
-9 68 137 bbbbbb
-8 68 137 bbbbbb
-7 68 137 ee0000
-6 68 137 ee0000
-5 68 137 ee0000
-4 68 137 ee0000
-3 68 137 ee0000
-2 68 137 ee0000
-1 68 137 ee0000
-16 69 137 ffcc66
-15 69 137 ffcc66
-14 69 137 ffcc66
-12 69 137 ffcc66
-11 69 137 ffcc66
-10 69 137 bbbbbb
-9 69 137 bbbbbb
-8 69 137 ee0000
-7 69 137 ee0000
-6 69 137 ee0000
-5 69 137 0066cc
-4 69 137 0066cc
-3 69 137 0066cc
-2 69 137 0066cc
-1 69 137 00ffff
-16 70 137 ffcc66
-15 70 137 ffcc66
-14 70 137 ffcc66
-13 70 137 ffcc66
-12 70 137 ffcc66
-11 70 137 ee0000
-10 70 137 ee0000
-9 70 137 ee0000
-8 70 137 ee0000
-7 70 137 ee0000
-6 70 137 ee0000
-5 70 137 ee0000
-4 70 137 0066cc
-3 70 137 0066cc
-2 70 137 0066cc
-1 70 137 00ffff
-16 71 137 ffcc66
-15 71 137 ffcc66
-14 71 137 ffcc66
-13 71 137 ffcc66
-12 71 137 ee0000
-11 71 137 ee0000
-10 71 137 ee0000
-9 71 137 ee0000
-8 71 137 ee0000
-7 71 137 ee0000
-6 71 137 ee0000
-5 71 137 ee0000
-4 71 137 0066cc
-3 71 137 0066cc
-2 71 137 00ffff
-1 71 137 00ffff
-16 72 137 ffcc66
-15 72 137 ffcc66
-14 72 137 ffcc66
-13 72 137 ffcc66
-12 72 137 ee0000
-11 72 137 ee0000
-10 72 137 ee0000
-9 72 137 ee0000
-8 72 137 00ffff
-7 72 137 00ffff
-6 72 137 00ffff
-5 72 137 00ffff
-4 72 137 00ffff
-3 72 137 00ffff
-2 72 137 00ffff
-1 72 137 00ffff
-15 73 137 ffcc66
-14 73 137 ffcc66
-13 73 137 ffcc66
-12 73 137 ee0000
-11 73 137 ee0000
-10 73 137 ee0000
-9 73 137 00ffff
-8 73 137 00ffff
-7 73 137 00ffff
-6 73 137 00ffff
-5 73 137 00ffff
-4 73 137 00ffff
-3 73 137 00ffff
-2 73 137 9900cc
-1 73 137 9900cc
-15 74 137 ffcc66
-14 74 137 ffcc66
-13 74 137 ee0000
-12 74 137 ee0000
-11 74 137 ee0000
-10 74 137 ee0000
-9 74 137 00ffff
-8 74 137 00ffff
-7 74 137 00ffff
-6 74 137 00ffff
-5 74 137 00ffff
-4 74 137 00ffff
-3 74 137 00ffff
-2 74 137 9900cc
-1 74 137 9900cc
-15 75 137 ffcc66
-14 75 137 ffcc66
-13 75 137 ffcc66
-12 75 137 ee0000
-11 75 137 ee0000
-10 75 137 ee0000
-9 75 137 00ffff
-8 75 137 00ffff
-7 75 137 00ffff
-6 75 137 00ffff
-5 75 137 00ffff
-4 75 137 00ffff
-3 75 137 00ffff
-2 75 137 9900cc
-1 75 137 9900cc
-14 76 137 ffcc66
-13 76 137 ffcc66
-12 76 137 ee0000
-11 76 137 ee0000
-10 76 137 ee0000
-9 76 137 00ffff
-8 76 137 00ffff
-7 76 137 00ffff
-6 76 137 00ffff
-5 76 137 00ffff
-4 76 137 00ffff
-3 76 137 00ffff
-2 76 137 9900cc
-1 76 137 9900cc
-13 77 137 ffcc66
-12 77 137 ee0000
-11 77 137 ee0000
-10 77 137 ee0000
-9 77 137 00ffff
-8 77 137 00ffff
-7 77 137 00ffff
-6 77 137 00ffff
-5 77 137 00ffff
-4 77 137 00ffff
-3 77 137 00ffff
-2 77 137 9900cc
-1 77 137 9900cc
-13 78 137 ffcc66
-12 78 137 ffcc66
-11 78 137 ee0000
-10 78 137 ee0000
-9 78 137 00ffff
-8 78 137 00ffff
-7 78 137 00ffff
-6 78 137 00ffff
-5 78 137 00ffff
-4 78 137 00ffff
-3 78 137 00ffff
-2 78 137 9900cc
-1 78 137 9900cc
-12 79 137 ffcc66
-11 79 137 ee0000
-10 79 137 ee0000
-9 79 137 00ffff
-8 79 137 00ffff
-7 79 137 00ffff
-6 79 137 00ffff
-5 79 137 00ffff
-4 79 137 00ffff
-3 79 137 00ffff
-2 79 137 00ffff
-1 79 137 ee0000
-8 65 138 ffcc66
-7 65 138 ffcc66
-6 65 138 ffcc66
-5 65 138 ffcc66
-4 65 138 ffcc66
-3 65 138 ffcc66
-2 65 138 ffcc66
-1 65 138 ffcc66
-10 66 138 ffcc66
-9 66 138 ffcc66
-8 66 138 ffcc66
-7 66 138 ffcc66
-6 66 138 ee0000
-5 66 138 ee0000
-4 66 138 bbbbbb
-3 66 138 bbbbbb
-2 66 138 ffcc66
-1 66 138 ffcc66
-11 67 138 ffcc66
-10 67 138 ffcc66
-9 67 138 ee0000
-8 67 138 bbbbbb
-7 67 138 bbbbbb
-6 67 138 ee0000
-5 67 138 bbbbbb
-4 67 138 bbbbbb
-3 67 138 ee0000
-2 67 138 ee0000
-1 67 138 ee0000
-16 68 138 ffcc66
-15 68 138 ffcc66
-12 68 138 ffcc66
-11 68 138 ffcc66
-10 68 138 ee0000
-9 68 138 ee0000
-8 68 138 bbbbbb
-7 68 138 ee0000
-6 68 138 ee0000
-5 68 138 ee0000
-4 68 138 ee0000
-3 68 138 ee0000
-2 68 138 ee0000
-1 68 138 ee0000
-16 69 138 ffcc66
-15 69 138 ffcc66
-14 69 138 ffcc66
-13 69 138 ffcc66
-12 69 138 ffcc66
-11 69 138 ee0000
-10 69 138 ee0000
-9 69 138 ee0000
-8 69 138 ee0000
-7 69 138 ee0000
-6 69 138 ee0000
-5 69 138 0066cc
-4 69 138 0066cc
-3 69 138 0066cc
-2 69 138 0066cc
-1 69 138 00ffff
-16 70 138 ffcc66
-15 70 138 ee0000
-14 70 138 ffcc66
-13 70 138 ffcc66
-12 70 138 ffcc66
-11 70 138 ee0000
-10 70 138 ee0000
-9 70 138 ee0000
-8 70 138 ee0000
-7 70 138 ee0000
-6 70 138 ee0000
-5 70 138 ee0000
-4 70 138 0066cc
-3 70 138 0066cc
-2 70 138 0066cc
-1 70 138 00ffff
-16 71 138 ffcc66
-15 71 138 ee0000
-14 71 138 ffcc66
-13 71 138 ffcc66
-12 71 138 ee0000
-11 71 138 ee0000
-10 71 138 ee0000
-9 71 138 ee0000
-5 71 138 ee0000
-4 71 138 0066cc
-3 71 138 0066cc
-2 71 138 00ffff
-1 71 138 00ffff
-16 72 138 ffcc66
-15 72 138 ffcc66
-14 72 138 ffcc66
-13 72 138 ffcc66
-12 72 138 ee0000
-11 72 138 ee0000
-10 72 138 ee0000
-9 72 138 00ffff
-8 72 138 00ffff
-7 72 138 ee0000
-6 72 138 ee0000
-5 72 138 00ffff
-4 72 138 00ffff
-3 72 138 00ffff
-2 72 138 00ffff
-1 72 138 00ffff
-16 73 138 ffcc66
-15 73 138 ffcc66
-14 73 138 ffcc66
-13 73 138 ee0000
-12 73 138 ee0000
-11 73 138 ee0000
-9 73 138 ee0000
-8 73 138 ee0000
-7 73 138 ee0000
-6 73 138 00ffff
-5 73 138 00ffff
-4 73 138 00ffff
-3 73 138 00ffff
-2 73 138 9900cc
-1 73 138 9900cc
-16 74 138 ffcc66
-15 74 138 ffcc66
-14 74 138 ffcc66
-13 74 138 ee0000
-12 74 138 ee0000
-10 74 138 ee0000
-9 74 138 ee0000
-8 74 138 00ffff
-7 74 138 00ffff
-6 74 138 00ffff
-5 74 138 00ffff
-4 74 138 00ffff
-3 74 138 00ffff
-2 74 138 9900cc
-1 74 138 9900cc
-16 75 138 ffcc66
-15 75 138 ffcc66
-14 75 138 ffcc66
-13 75 138 ee0000
-12 75 138 ee0000
-10 75 138 ee0000
-9 75 138 ee0000
-8 75 138 00ffff
-7 75 138 00ffff
-6 75 138 00ffff
-5 75 138 00ffff
-4 75 138 00ffff
-3 75 138 00ffff
-2 75 138 9900cc
-1 75 138 9900cc
-16 76 138 ffcc66
-15 76 138 ffcc66
-14 76 138 ffcc66
-13 76 138 ffcc66
-12 76 138 ee0000
-11 76 138 ee0000
-10 76 138 ee0000
-9 76 138 ee0000
-8 76 138 00ffff
-7 76 138 00ffff
-6 76 138 00ffff
-5 76 138 00ffff
-4 76 138 00ffff
-3 76 138 00ffff
-2 76 138 9900cc
-1 76 138 9900cc
-16 77 138 ffcc66
-15 77 138 ffcc66
-13 77 138 ffcc66
-12 77 138 ee0000
-11 77 138 ee0000
-10 77 138 ee0000
-9 77 138 ee0000
-8 77 138 00ffff
-7 77 138 00ffff
-6 77 138 00ffff
-5 77 138 00ffff
-4 77 138 00ffff
-3 77 138 00ffff
-2 77 138 9900cc
-1 77 138 9900cc
-16 78 138 ffcc66
-15 78 138 ffcc66
-13 78 138 ffcc66
-12 78 138 ffcc66
-11 78 138 ee0000
-10 78 138 ee0000
-9 78 138 ee0000
-8 78 138 00ffff
-7 78 138 00ffff
-6 78 138 00ffff
-5 78 138 00ffff
-4 78 138 00ffff
-3 78 138 00ffff
-2 78 138 9900cc
-1 78 138 9900cc
-16 79 138 ffcc66
-13 79 138 ffcc66
-12 79 138 ffcc66
-11 79 138 ee0000
-10 79 138 ee0000
-9 79 138 ee0000
-8 79 138 00ffff
-7 79 138 00ffff
-6 79 138 00ffff
-5 79 138 00ffff
-4 79 138 00ffff
-3 79 138 00ffff
-2 79 138 00ffff
-1 79 138 ee0000
-9 65 139 ffcc66
-8 65 139 ffcc66
-7 65 139 ffcc66
-6 65 139 ffcc66
-5 65 139 ffcc66
-4 65 139 ffcc66
-3 65 139 ffcc66
-2 65 139 ffcc66
-1 65 139 ffcc66
-11 66 139 ffcc66
-10 66 139 ffcc66
-9 66 139 ffcc66
-8 66 139 ffcc66
-7 66 139 bbbbbb
-6 66 139 ee0000
-5 66 139 ee0000
-4 66 139 bbbbbb
-3 66 139 bbbbbb
-2 66 139 bbbbbb
-1 66 139 bbbbbb
-12 67 139 ffcc66
-11 67 139 ffcc66
-10 67 139 ffcc66
-9 67 139 ee0000
-8 67 139 ee0000
-7 67 139 bbbbbb
-6 67 139 ee0000
-5 67 139 ee0000
-4 67 139 ee0000
-3 67 139 ee0000
-2 67 139 ee0000
-1 67 139 bbbbbb
-16 68 139 ffcc66
-15 68 139 ffcc66
-14 68 139 ffcc66
-12 68 139 ffcc66
-11 68 139 ffcc66
-10 68 139 ee0000
-9 68 139 ee0000
-8 68 139 ee0000
-7 68 139 ee0000
-6 68 139 ee0000
-5 68 139 ee0000
-4 68 139 ee0000
-3 68 139 ee0000
-2 68 139 ee0000
-1 68 139 ee0000
-16 69 139 ee0000
-15 69 139 ffcc66
-14 69 139 ffcc66
-13 69 139 ffcc66
-12 69 139 ffcc66
-11 69 139 ee0000
-10 69 139 ee0000
-9 69 139 ee0000
-8 69 139 ee0000
-7 69 139 ee0000
-6 69 139 ee0000
-5 69 139 ee0000
-4 69 139 0066cc
-3 69 139 0066cc
-2 69 139 0066cc
-1 69 139 00ffff
-16 70 139 ee0000
-15 70 139 ee0000
-14 70 139 ffcc66
-13 70 139 ffcc66
-12 70 139 ee0000
-11 70 139 ee0000
-10 70 139 ee0000
-9 70 139 ee0000
-8 70 139 ee0000
-7 70 139 ee0000
-6 70 139 ee0000
-5 70 139 ee0000
-4 70 139 0066cc
-3 70 139 0066cc
-2 70 139 0066cc
-1 70 139 00ffff
-16 71 139 ee0000
-15 71 139 ee0000
-14 71 139 ffcc66
-13 71 139 ffcc66
-12 71 139 ee0000
-11 71 139 ee0000
-10 71 139 ee0000
-9 71 139 ee0000
-5 71 139 ee0000
-4 71 139 00ffff
-3 71 139 00ffff
-2 71 139 00ffff
-1 71 139 00ffff
